WTA,Location,tournament,date,Tier,Court,surface,Round,Best of,winner,loser,winner_rank,loser_rank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL,season,LBW,LBL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
46,Bali,Commonwealth Bank Tennis Classic,2007-09-12,Tier 3,Outdoor,Hard,2nd Round,3,Hantuchova D.,Tamaela E.,12.0,180.0,1932.0,171.75,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.05,8,1.07,8.0,1.05,8.5,1.056,15.0,1.07,8.0,2007,,,,,,,,,,
46,Bali,Commonwealth Bank Tennis Classic,2007-09-12,Tier 3,Outdoor,Hard,2nd Round,3,Gallovits E.,Yuan M.,86.0,142.0,389.5,233.75,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.61,2.2,1.75,2.0,1.72,2.05,1.806,2.14,1.7,2.1,2007,,,,,,,,,,
46,Bali,Commonwealth Bank Tennis Classic,2007-09-13,Tier 3,Outdoor,Hard,2nd Round,3,Nakamura A.,Fedossova Y.,57.0,133.0,521.5,250.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.4,2.75,1.35,3.05,,,1.541,2.75,1.45,2.65,2007,,,,,,,,,,
46,Bali,Commonwealth Bank Tennis Classic,2007-09-13,Tier 3,Outdoor,Hard,2nd Round,3,Errani S.,Medina Garrigues A.,90.0,32.0,367.75,872.0,7.0,5.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,4.33,1.2,4.65,1.17,,,5.14,1.22,4.3,1.2,2007,,,,,,,,,,
46,Bali,Commonwealth Bank Tennis Classic,2007-09-13,Tier 3,Outdoor,Hard,2nd Round,3,Jankovic J.,Dellacqua C.,3.0,85.0,3365.0,391.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.01,13,1.03,12.0,1.03,12.5,1.04,21.0,1.04,10.0,2007,,,,,,,,,,
46,Bali,Commonwealth Bank Tennis Classic,2007-09-13,Tier 3,Outdoor,Hard,2nd Round,3,Davenport L.,Ditty J.,234.0,147.0,115.0,227.5,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.04,9,1.06,8.5,1.06,7.9,1.091,10.0,1.07,7.75,2007,,,,,,,,,,
46,Bali,Commonwealth Bank Tennis Classic,2007-09-13,Tier 3,Outdoor,Hard,2nd Round,3,Cirstea S.,Schnyder P.,137.0,13.0,242.0,1768.0,6.0,2.0,5.0,7.0,7.0,5.0,2.0,1.0,Completed,6.0,1.11,5.0,1.15,5.5,1.13,6.65,1.16,5.0,1.16,2007,,,,,,,,,,
46,Bali,Commonwealth Bank Tennis Classic,2007-09-14,Tier 3,Outdoor,Hard,Quarterfinals,3,Errani S.,Nakamura A.,90.0,57.0,367.75,521.5,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,2.5,1.5,2.65,1.45,2.5,1.5,2.68,1.562,2.46,1.52,2007,,,,,,,,,,
46,Bali,Commonwealth Bank Tennis Classic,2007-09-14,Tier 3,Outdoor,Hard,Quarterfinals,3,Hantuchova D.,Morita A.,12.0,154.0,1932.0,213.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.16,4.5,1.15,5.0,1.2,4.2,1.233,4.89,1.2,4.3,2007,,,,,,,,,,
46,Bali,Commonwealth Bank Tennis Classic,2007-09-14,Tier 3,Outdoor,Hard,Quarterfinals,3,Davenport L.,Jankovic J.,234.0,3.0,115.0,3365.0,6.0,4.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,2.75,1.39,1.12,5.65,3.15,1.33,3.44,1.379,2.85,1.4,2007,,,,,,,,,,
46,Bali,Commonwealth Bank Tennis Classic,2007-09-14,Tier 3,Outdoor,Hard,Quarterfinals,3,Cirstea S.,Gallovits E.,137.0,86.0,242.0,389.5,3.0,6.0,6.0,4.0,7.0,6.0,2.0,1.0,Completed,1.53,2.37,1.58,2.3,1.57,2.3,1.568,2.66,1.68,2.1,2007,,,,,,,,,,
46,Bali,Commonwealth Bank Tennis Classic,2007-09-15,Tier 3,Outdoor,Hard,Semifinals,3,Hantuchova D.,Cirstea S.,12.0,137.0,1932.0,242.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.14,5,1.15,5.0,1.13,5.5,1.152,7.0,1.14,5.1,2007,,,,,,,,,,
46,Bali,Commonwealth Bank Tennis Classic,2007-09-15,Tier 3,Outdoor,Hard,Semifinals,3,Davenport L.,Errani S.,234.0,90.0,115.0,367.75,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.06,8,1.06,8.0,1.06,7.91,1.07,12.25,1.08,7.0,2007,,,,,,,,,,
46,Bali,Commonwealth Bank Tennis Classic,2007-09-16,Tier 3,Outdoor,Hard,The Final,3,Davenport L.,Hantuchova D.,234.0,12.0,115.0,1932.0,6.0,4.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.36,3.2,1.36,3.0,1.35,3.0,1.357,3.6,1.35,3.0,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-17,Tier 2,Outdoor,Hard,1st Round,3,Cibulkova D.,Wozniacki C.,57.0,73.0,518.5,434.5,6.0,0.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.72,2,1.6,2.25,,,1.775,2.19,1.65,2.18,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-18,Tier 2,Outdoor,Hard,1st Round,3,Daniilidou E.,Govortsova O.,37.0,60.0,758.5,508.5,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.5,2.5,1.48,2.55,1.5,2.5,1.588,2.6,1.5,2.52,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-18,Tier 2,Outdoor,Hard,1st Round,3,Nakamura A.,Dominguez Lino L.,51.0,65.0,542.5,463.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,1.5,2.5,1.5,2.5,1.53,2.4,1.513,2.8,1.48,2.56,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-18,Tier 2,Outdoor,Hard,1st Round,3,Morigami A.,Medina Garrigues A.,56.0,31.0,523.0,891.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.9,1.8,1.95,1.8,,,2.05,1.87,2.0,1.78,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-18,Tier 2,Outdoor,Hard,1st Round,3,Ruano Pascual V.,Poutchkova O.,96.0,59.0,363.0,513.5,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3,1.3,3.35,1.35,3.05,1.38,3.43,1.35,3.1,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-18,Tier 2,Outdoor,Hard,1st Round,3,Peng S.,Xu Y.F.,49.0,415.0,559.0,44.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,,,,,,,,,,,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-18,Tier 2,Outdoor,Hard,1st Round,3,Spears A.,Yan Z.,169.0,74.0,188.25,429.75,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,4.5,1.16,5.4,1.13,,,5.75,1.19,4.35,1.2,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-18,Tier 2,Outdoor,Hard,1st Round,3,Olaru I.,Muller M.,72.0,45.0,437.5,592.0,6.0,2.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,1.53,2.37,1.45,2.65,1.57,2.3,1.565,2.67,1.48,2.55,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-18,Tier 2,Outdoor,Hard,1st Round,3,Hingis M.,Sun T.T.,18.0,142.0,1673.0,240.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.06,8,1.05,9.0,1.06,7.9,1.1,9.0,1.1,6.5,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-18,Tier 2,Outdoor,Hard,1st Round,3,Szavay A.,Erakovic M.,23.0,158.0,1094.0,202.5,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.1,6.5,1.1,6.3,1.08,6.91,1.123,8.3,1.13,5.6,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-19,Tier 2,Outdoor,Hard,1st Round,3,Davenport L.,Ditty J.,154.0,138.0,214.0,250.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.03,11,1.02,13.0,1.04,9.25,1.038,21.0,1.03,14.0,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-19,Tier 2,Outdoor,Hard,1st Round,3,Paszek T.,Craybas J.,39.0,95.0,744.25,363.75,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.16,4.5,1.14,5.25,1.2,4.2,1.183,5.95,1.2,4.3,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-19,Tier 2,Outdoor,Hard,2nd Round,3,Mauresmo A.,Olaru I.,10.0,72.0,2062.0,437.5,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.06,8,1.1,6.3,,,1.098,9.25,1.1,6.5,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-19,Tier 2,Outdoor,Hard,2nd Round,3,Szavay A.,Cibulkova D.,23.0,57.0,1094.0,518.5,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.22,4,1.22,4.0,1.2,4.25,1.25,4.6,1.26,3.7,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-19,Tier 2,Outdoor,Hard,2nd Round,3,Salerni M.E.,Spears A.,113.0,169.0,307.0,188.25,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,,,,,,,,,,,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-19,Tier 2,Outdoor,Hard,2nd Round,3,Peng S.,Hingis M.,49.0,18.0,559.0,1673.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,3.25,1.33,3.15,1.33,3.3,1.3,3.61,1.356,3.5,1.28,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-20,Tier 2,Outdoor,Hard,2nd Round,3,Davenport L.,Daniilidou E.,154.0,37.0,214.0,758.5,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.12,5.5,1.11,6.0,1.08,6.91,1.132,7.89,1.1,6.5,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-20,Tier 2,Outdoor,Hard,2nd Round,3,Morigami A.,Nakamura A.,56.0,51.0,523.0,542.5,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.61,2.2,1.63,2.2,1.57,2.3,1.606,2.55,1.57,2.34,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-20,Tier 2,Outdoor,Hard,2nd Round,3,Dementieva E.,Paszek T.,15.0,39.0,1686.0,744.25,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.61,2.2,1.69,2.1,1.55,2.35,1.649,2.44,1.65,2.18,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-20,Tier 2,Outdoor,Hard,2nd Round,3,Jankovic J.,Ruano Pascual V.,3.0,96.0,3365.0,363.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.02,13,1.03,12.0,1.04,9.25,1.05,16.0,1.05,9.0,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-21,Tier 2,Outdoor,Hard,Quarterfinals,3,Davenport L.,Dementieva E.,154.0,15.0,214.0,1686.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.62,1.36,3.0,1.45,2.65,1.426,3.15,1.5,2.5,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-21,Tier 2,Outdoor,Hard,Quarterfinals,3,Szavay A.,Salerni M.E.,23.0,113.0,1094.0,307.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.1,6.5,1.08,7.5,1.08,6.91,1.095,9.5,1.08,7.5,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-21,Tier 2,Outdoor,Hard,Quarterfinals,3,Jankovic J.,Morigami A.,3.0,56.0,3365.0,523.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.04,9,1.06,8.5,1.03,11.0,1.05,16.0,1.06,8.5,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-21,Tier 2,Outdoor,Hard,Quarterfinals,3,Peng S.,Mauresmo A.,49.0,10.0,559.0,2062.0,4.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,4.33,1.2,3.5,1.28,3.75,1.25,3.95,1.308,4.0,1.23,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-22,Tier 2,Outdoor,Hard,Semifinals,3,Jankovic J.,Davenport L.,3.0,154.0,3365.0,214.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.66,2.1,1.75,2.0,,,1.667,2.4,1.65,2.18,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-22,Tier 2,Outdoor,Hard,Semifinals,3,Szavay A.,Peng S.,23.0,49.0,1094.0,559.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.72,2,1.75,2.0,1.72,2.05,1.833,2.1,1.77,2.0,2007,,,,,,,,,,
47,Beijing,China Open,2007-09-23,Tier 2,Outdoor,Hard,The Final,3,Szavay A.,Jankovic J.,23.0,3.0,1094.0,3365.0,6.0,7.0,7.0,5.0,6.0,2.0,2.0,1.0,Completed,4.5,1.2,3.8,1.24,4.25,1.2,4.9,1.233,4.0,1.23,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-17,Tier 3,Indoor,Greenset,1st Round,3,Ivanova E.,Cavaday N.,172.0,193.0,185.0,156.0,6.0,3.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,,,2.15,1.66,,,,,,,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-17,Tier 3,Indoor,Greenset,1st Round,3,Dellacqua C.,Wozniak A.,85.0,104.0,392.0,331.5,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.62,1.5,2.5,,,1.493,2.83,,,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-17,Tier 3,Indoor,Greenset,1st Round,3,Gajdosova J.,Fedossova Y.,132.0,127.0,258.5,266.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.61,2.2,1.87,1.87,,,1.671,2.39,1.6,2.25,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-17,Tier 3,Indoor,Greenset,1st Round,3,Kirilenko M.,Uberoi N.,35.0,267.0,808.0,91.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.06,8,1.08,7.0,1.06,7.9,1.07,12.24,1.08,7.4,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-17,Tier 3,Indoor,Greenset,1st Round,3,Chan Y.J.,Shroff K.,81.0,,407.0,,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.11,6,1.1,6.3,,,,,,,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-18,Tier 3,Indoor,Greenset,1st Round,3,Amanmuradova A.,Gallovits E.,107.0,76.0,325.5,419.5,6.0,2.0,,,,,1.0,0.0,Retired,2.37,1.53,2.5,1.5,2.5,1.5,2.57,1.599,2.43,1.53,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-18,Tier 3,Indoor,Greenset,1st Round,3,Rodionova A.,Sromova H.,94.0,128.0,367.0,264.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.61,2.2,1.55,2.35,1.57,2.3,1.741,2.25,1.66,2.16,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-18,Tier 3,Indoor,Greenset,1st Round,3,Poutchek T.,Kudryavtseva A.,100.0,67.0,348.0,459.25,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.62,1.44,2.7,1.43,2.5,1.5,2.78,1.524,2.58,1.48,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-18,Tier 3,Indoor,Greenset,1st Round,3,Arvidsson S.,Brianti A.,149.0,131.0,224.0,259.5,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.57,2.25,1.53,2.4,1.65,2.15,1.629,2.49,1.6,2.28,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-18,Tier 3,Indoor,Greenset,1st Round,3,Obziler T.,Shvedova Y.,112.0,88.0,315.5,384.0,7.0,6.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,2.0,1.72,1.87,1.87,,,2.02,1.893,1.95,1.8,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-18,Tier 3,Indoor,Greenset,1st Round,3,Rao S.,Gumulya S.,211.0,316.0,134.5,72.25,2.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.57,2.25,1.58,2.3,,,1.565,2.67,,,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-18,Tier 3,Indoor,Greenset,1st Round,3,King V.,Bartoli M.,90.0,12.0,378.0,1999.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,5.5,1.12,5.65,1.12,5.65,1.12,8.2,1.125,5.6,1.13,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-19,Tier 3,Indoor,Greenset,1st Round,3,Keothavong A.,Errani S.,144.0,71.0,237.0,440.75,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,3.0,1.36,2.9,1.38,2.9,1.38,3.0,1.455,3.1,1.35,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-19,Tier 3,Indoor,Greenset,1st Round,3,Koryttseva M.,Adamczak M.,164.0,185.0,194.5,168.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.72,2,1.63,2.2,1.72,2.05,1.741,2.25,,,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-19,Tier 3,Indoor,Greenset,1st Round,3,Hantuchova D.,Domachowska M.,11.0,188.0,2012.0,161.75,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.11,6,1.1,6.3,1.08,6.91,1.123,8.33,1.12,5.8,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-19,Tier 3,Indoor,Greenset,1st Round,3,Pennetta F.,Iyer T.,69.0,354.0,451.0,59.25,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.12,5.5,1.11,6.0,1.12,5.65,1.155,6.86,1.13,5.6,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-19,Tier 3,Indoor,Greenset,2nd Round,3,Chan Y.J.,Gajdosova J.,81.0,132.0,407.0,258.5,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,,,1.87,1.87,,,2.01,1.901,2.03,1.75,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-19,Tier 3,Indoor,Greenset,2nd Round,3,Obziler T.,Dellacqua C.,112.0,85.0,315.5,392.0,4.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,,,2.7,1.43,,,2.66,1.568,2.75,1.42,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-19,Tier 3,Indoor,Greenset,2nd Round,3,Kirilenko M.,Ivanova E.,35.0,172.0,808.0,185.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.07,7.5,1.08,7.5,1.06,7.9,1.071,12.01,1.07,8.0,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-20,Tier 3,Indoor,Greenset,2nd Round,3,Poutchek T.,Arvidsson S.,100.0,149.0,348.0,224.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,2.2,1.61,2.25,1.6,2.2,1.63,2.4,1.667,2.18,1.65,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-20,Tier 3,Indoor,Greenset,2nd Round,3,Pennetta F.,Amanmuradova A.,69.0,107.0,451.0,325.5,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.3,3.4,1.3,3.35,1.35,3.05,1.357,3.6,1.35,3.1,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-20,Tier 3,Indoor,Greenset,2nd Round,3,Koryttseva M.,King V.,164.0,90.0,194.5,378.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,3.5,1.28,3.15,1.33,3.3,1.3,3.47,1.375,3.14,1.34,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-20,Tier 3,Indoor,Greenset,2nd Round,3,Hantuchova D.,Rodionova A.,11.0,94.0,2012.0,367.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.1,6.5,1.07,7.5,1.05,8.5,1.04,21.0,1.04,9.5,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-20,Tier 3,Indoor,Greenset,2nd Round,3,Keothavong A.,Rao S.,144.0,211.0,237.0,134.5,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.53,2.37,1.43,2.7,1.45,2.65,1.469,2.93,1.5,2.5,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-21,Tier 3,Indoor,Greenset,Quarterfinals,3,Koryttseva M.,Poutchek T.,164.0,100.0,194.5,348.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.83,1.83,1.87,1.87,1.87,1.87,1.61,2.54,1.96,1.8,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-21,Tier 3,Indoor,Greenset,Quarterfinals,3,Keothavong A.,Obziler T.,144.0,112.0,237.0,315.5,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,2.1,1.66,2.15,1.66,2.12,1.67,2.42,1.658,2.15,1.67,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-21,Tier 3,Indoor,Greenset,Quarterfinals,3,Kirilenko M.,Pennetta F.,35.0,69.0,808.0,451.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.39,2.75,1.4,2.85,1.36,3.0,1.389,3.37,1.37,3.0,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-21,Tier 3,Indoor,Greenset,Quarterfinals,3,Hantuchova D.,Chan Y.J.,11.0,81.0,2012.0,407.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.06,8,1.07,7.5,1.06,7.9,1.077,11.5,1.1,6.0,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-22,Tier 3,Indoor,Greenset,Semifinals,3,Koryttseva M.,Keothavong A.,164.0,144.0,194.5,237.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,2.0,1.72,2.15,1.66,2.15,1.65,2.35,1.69,2.07,1.72,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-22,Tier 3,Indoor,Greenset,Semifinals,3,Kirilenko M.,Hantuchova D.,35.0,11.0,808.0,2012.0,4.0,6.0,6.0,2.0,6.0,1.0,2.0,1.0,Completed,3.25,1.33,2.9,1.38,3.0,1.36,3.2,1.417,3.0,1.37,2007,,,,,,,,,,
48,Kolkata,Sunfeast Open,2007-09-23,Tier 3,Indoor,Greenset,The Final,3,Kirilenko M.,Koryttseva M.,35.0,164.0,808.0,194.5,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.12,5.5,1.14,5.25,1.14,5.2,1.147,7.22,1.15,5.05,2007,,,,,,,,,,
49,Portoroz,Banka Koper Slovenia Open,2007-09-17,Tier 4,Outdoor,Hard,1st Round,3,Likhovtseva E.,Zakopalova K.,63.0,86.0,485.0,391.5,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.44,2.62,1.55,2.35,1.46,2.6,1.568,2.66,1.52,2.45,2007,,,,,,,,,,
49,Portoroz,Banka Koper Slovenia Open,2007-09-17,Tier 4,Outdoor,Hard,1st Round,3,Srebotnik K.,Zec Peskiric M.,24.0,189.0,1049.0,161.5,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.06,8,1.06,8.0,1.05,8.5,1.088,10.35,1.07,8.0,2007,,,,,,,,,,
49,Portoroz,Banka Koper Slovenia Open,2007-09-17,Tier 4,Outdoor,Hard,1st Round,3,Golovin T.,Osterloh L.,19.0,79.0,1414.0,410.25,6.0,1.0,1.0,6.0,6.0,1.0,2.0,1.0,Completed,1.1,6.5,1.1,6.3,1.1,6.2,1.1,9.0,1.1,6.75,2007,,,,,,,,,,
49,Portoroz,Banka Koper Slovenia Open,2007-09-18,Tier 4,Outdoor,Hard,1st Round,3,Dechy N.,Kerber A.,55.0,77.0,528.0,417.25,6.0,3.0,3.0,6.0,7.0,6.0,2.0,1.0,Completed,1.36,3,1.38,2.9,1.35,3.05,1.418,3.19,1.38,2.95,2007,,,,,,,,,,
49,Portoroz,Banka Koper Slovenia Open,2007-09-18,Tier 4,Outdoor,Hard,1st Round,3,Knapp K.,Voracova R.,53.0,110.0,530.25,316.5,4.0,6.0,6.0,1.0,7.0,6.0,2.0,1.0,Completed,1.72,2,1.66,2.15,1.63,2.2,1.662,2.41,1.57,2.34,2007,,,,,,,,,,
49,Portoroz,Banka Koper Slovenia Open,2007-09-18,Tier 4,Outdoor,Hard,1st Round,3,Zvonareva V.,Sanchez O.,29.0,135.0,931.0,253.5,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.12,5.5,1.12,5.65,1.13,5.5,1.141,7.39,1.1,6.75,2007,,,,,,,,,,
49,Portoroz,Banka Koper Slovenia Open,2007-09-18,Tier 4,Outdoor,Hard,1st Round,3,Loit E.,Arn G.,42.0,105.0,672.0,328.75,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.66,2.1,1.8,1.95,1.72,2.05,1.917,1.99,1.84,1.92,2007,,,,,,,,,,
49,Portoroz,Banka Koper Slovenia Open,2007-09-18,Tier 4,Outdoor,Hard,1st Round,3,Bammer S.,Meusburger Y.,20.0,64.0,1298.0,468.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.14,5,1.12,5.65,1.15,5.0,1.134,7.76,1.12,5.85,2007,,,,,,,,,,
49,Portoroz,Banka Koper Slovenia Open,2007-09-18,Tier 4,Outdoor,Hard,1st Round,3,Shaughnessy M.,Rybarikova M.,48.0,373.0,581.0,54.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.16,4.5,1.16,4.85,1.17,4.65,1.174,6.25,1.2,4.35,2007,,,,,,,,,,
49,Portoroz,Banka Koper Slovenia Open,2007-09-18,Tier 4,Outdoor,Hard,1st Round,3,Benesova I.,Camerin M.E.,98.0,66.0,356.5,460.0,6.0,2.0,2.0,6.0,7.0,6.0,2.0,1.0,Completed,2.75,1.4,3.05,1.35,2.8,1.4,3.23,1.412,2.85,1.4,2007,,,,,,,,,,
49,Portoroz,Banka Koper Slovenia Open,2007-09-18,Tier 4,Outdoor,Hard,1st Round,3,Vierin N.,Lapushchenkova A.,196.0,171.0,154.0,185.25,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,,,,,,,,,,,2007,,,,,,,,,,
49,Portoroz,Banka Koper Slovenia Open,2007-09-18,Tier 4,Outdoor,Hard,1st Round,3,Dushevina V.,Ozegovic N.,46.0,147.0,591.75,228.5,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.25,3.75,1.2,4.25,1.18,4.5,1.258,4.57,,,2007,,,,,,,,,,
49,Portoroz,Banka Koper Slovenia Open,2007-09-18,Tier 4,Outdoor,Hard,1st Round,3,Vrljic A.,Klepac A.,269.0,124.0,90.0,280.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.75,1.39,2.8,1.4,,,3.0,1.455,,,2007,,,,,,,,,,
49,Portoroz,Banka Koper Slovenia Open,2007-09-19,Tier 4,Outdoor,Hard,1st Round,3,Vesnina E.,Hercog P.,58.0,395.0,515.75,49.25,6.0,3.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,1.14,5,1.12,5.65,1.14,5.2,1.156,6.83,,,2007,,,,,,,,,,
